"ENSG","padj","gene"
"ENSG00000197619",NA,"ZNF615"
"ENSG00000197620",NA,"CXorf40A"
"ENSG00000197622",NA,"CDC42SE1"
"ENSG00000197629",NA,"MPEG1"
"ENSG00000197632",NA,"SERPINB2"
"ENSG00000197635",NA,"DPP4"
"ENSG00000197641",NA,"SERPINB13"
"ENSG00000197646",NA,"PDCD1LG2"
"ENSG00000197647",NA,"ZNF433"
"ENSG00000197651",NA,"CCER1"
"ENSG00000197653",NA,"DNAH10"
"ENSG00000197658",NA,"SLC22A24"
"ENSG00000197683",NA,"KRTAP26-1"
"ENSG00000197694",NA,"SPTAN1"
"ENSG00000197696",NA,"NMB"
"ENSG00000197702",NA,"PARVA"
"ENSG00000197705",NA,"KLHL14"
"ENSG00000197706",NA,"OR6C74"
"ENSG00000197712",NA,"FAM114A1"
"ENSG00000197713",NA,"RPE"
"ENSG00000197714",NA,"ZNF460"
"ENSG00000197724",NA,"PHF2"
"ENSG00000197728",NA,"RPS26"
"ENSG00000197734",NA,"C14orf178"
"ENSG00000197745",NA,"SCGB1D4"
"ENSG00000197746",NA,"PSAP"
"ENSG00000197747",NA,"S100A10"
"ENSG00000197748",NA,"CFAP43"
"ENSG00000197753",NA,"LHFPL5"
"ENSG00000197756",NA,"RPL37A"
"ENSG00000197757",NA,"HOXC6"
"ENSG00000197763",NA,"TXNRD3"
"ENSG00000197766",NA,"CFD"
"ENSG00000197769",NA,"MAP1LC3C"
"ENSG00000197771",NA,"MCMBP"
"ENSG00000197774",NA,"EME2"
"ENSG00000197776",NA,"KLHDC1"
"ENSG00000197779",NA,"ZNF81"
"ENSG00000197780",NA,"TAF13"
"ENSG00000197782",NA,"ZNF780A"
"ENSG00000197785",NA,"ATAD3A"
"ENSG00000197786",NA,"OR5B17"
"ENSG00000197790",NA,"OR52M1"
"ENSG00000197798",NA,"FAM118B"
"ENSG00000197808",NA,"ZNF461"
"ENSG00000197816",NA,"CCDC180"
"ENSG00000197818",NA,"SLC9A8"
"ENSG00000197822",NA,"OCLN"
"ENSG00000197837",NA,"HIST4H4"
"ENSG00000197838",NA,"CYP2A13"
"ENSG00000197841",NA,"ZNF181"
"ENSG00000197847",NA,"SLC22A20P"
"ENSG00000197849",NA,"OR8G1"
"ENSG00000197852",NA,"INKA2"
"ENSG00000197857",NA,"ZNF44"
"ENSG00000197858",NA,"GPAA1"
"ENSG00000197859",NA,"ADAMTSL2"
"ENSG00000197860",NA,"SGTB"
"ENSG00000197863",NA,"ZNF790"
"ENSG00000197870",NA,"PRB3"
"ENSG00000197872",NA,"FAM49A"
"ENSG00000197879",NA,"MYO1C"
"ENSG00000197885",NA,"NKIRAS1"
"ENSG00000197887",NA,"OR1S2"
"ENSG00000197888",NA,"UGT2B17"
"ENSG00000197889",NA,"MEIG1"
"ENSG00000197891",NA,"SLC22A12"
"ENSG00000197892",NA,"KIF13B"
"ENSG00000197893",NA,"NRAP"
"ENSG00000197894",NA,"ADH5"
"ENSG00000197901",NA,"SLC22A6"
"ENSG00000197903",NA,"HIST1H2BK"
"ENSG00000197905",NA,"TEAD4"
"ENSG00000197912",NA,"SPG7"
"ENSG00000197915",NA,"HRNR"
"ENSG00000197919",NA,"IFNA1"
"ENSG00000197921",NA,"HES5"
"ENSG00000197927",NA,"C2orf27A"
"ENSG00000197928",NA,"ZNF677"
"ENSG00000197930",NA,"ERO1A"
"ENSG00000197933",NA,"ZNF823"
"ENSG00000197935",NA,"ZNF311"
"ENSG00000197937",NA,"ZNF347"
"ENSG00000197938",NA,"OR5H2"
"ENSG00000197943",NA,"PLCG2"
"ENSG00000197948",NA,"FCHSD1"
"ENSG00000197951",NA,"ZNF71"
"ENSG00000197956",NA,"S100A6"
"ENSG00000197958",NA,"RPL12"
"ENSG00000197959",NA,"DNM3"
"ENSG00000197961",NA,"ZNF121"
"ENSG00000197965",NA,"MPZL1"
"ENSG00000197969",NA,"VPS13A"
"ENSG00000197971",NA,"MBP"
"ENSG00000197976",NA,"AKAP17A"
"ENSG00000197977",NA,"ELOVL2"
"ENSG00000197978",NA,"GOLGA6L9"
"ENSG00000197980",NA,"LEKR1"
"ENSG00000197982",NA,"C1orf122"
"ENSG00000197992",NA,"CLEC9A"
"ENSG00000197993",NA,"KEL"
"ENSG00000198000",NA,"NOL8"
"ENSG00000198001",NA,"IRAK4"
"ENSG00000198003",NA,"CCDC151"
"ENSG00000198010",NA,"DLGAP2"
"ENSG00000198015",NA,"MRPL42"
"ENSG00000198018",NA,"ENTPD7"
"ENSG00000198019",NA,"FCGR1B"
"ENSG00000198021",NA,"SPANXA1"
"ENSG00000198026",NA,"ZNF335"
"ENSG00000198028",NA,"ZNF560"
"ENSG00000198033",NA,"TUBA3C"
"ENSG00000198034",NA,"RPS4X"
"ENSG00000198039",NA,"ZNF273"
"ENSG00000198040",NA,"ZNF84"
"ENSG00000198042",NA,"MAK16"
"ENSG00000198046",NA,"ZNF667"
"ENSG00000198049",NA,"AVPR1B"
"ENSG00000198053",NA,"SIRPA"
"ENSG00000198054",NA,"DSCR8"
"ENSG00000198055",NA,"GRK6"
"ENSG00000198056",NA,"PRIM1"
"ENSG00000198060",NA,"MARCH5"
"ENSG00000198062",NA,"POTEH"
"ENSG00000198074",NA,"AKR1B10"
"ENSG00000198075",NA,"SULT1C4"
"ENSG00000198077",NA,"CYP2A7"
"ENSG00000198081",NA,"ZBTB14"
"ENSG00000198087",NA,"CD2AP"
"ENSG00000198088",NA,"NUP62CL"
"ENSG00000198089",NA,"SFI1"
"ENSG00000198092",NA,"TMPRSS11F"
"ENSG00000198093",NA,"ZNF649"
"ENSG00000198099",NA,"ADH4"
"ENSG00000198104",NA,"OR2T6"
"ENSG00000198105",NA,"ZNF248"
"ENSG00000198108",NA,"CHSY3"
"ENSG00000198113",NA,"TOR4A"
"ENSG00000198121",NA,"LPAR1"
"ENSG00000198125",NA,"MB"
"ENSG00000198128",NA,"OR2L3"
"ENSG00000198129",NA,"DEFB107B"
"ENSG00000198130",NA,"HIBCH"
"ENSG00000198131",NA,"ZNF544"
"ENSG00000198133",NA,"TMEM229B"
"ENSG00000198142",NA,"SOWAHC"
"ENSG00000198146",NA,"ZNF770"
"ENSG00000198157",NA,"HMGN5"
"ENSG00000198160",NA,"MIER1"
"ENSG00000198162",NA,"MAN1A2"
"ENSG00000198168",NA,"SVIP"
"ENSG00000198169",NA,"ZNF251"
"ENSG00000198171",NA,"DDRGK1"
"ENSG00000198176",NA,"TFDP1"
"ENSG00000198178",NA,"CLEC4C"
"ENSG00000198182",NA,"ZNF607"
"ENSG00000198183",NA,"BPIFA1"
"ENSG00000198185",NA,"ZNF334"
"ENSG00000198189",NA,"HSD17B11"
"ENSG00000198198",NA,"SZT2"
"ENSG00000198203",NA,"SULT1C2"
"ENSG00000198205",NA,"ZXDA"
"ENSG00000198208",NA,"RPS6KL1"
"ENSG00000198211",NA,"AC092143.1"
"ENSG00000198216",NA,"CACNA1E"
"ENSG00000198218",NA,"QRICH1"
"ENSG00000198223",NA,"CSF2RA"
"ENSG00000198225",NA,"FKBP1C"
"ENSG00000198231",NA,"DDX42"
"ENSG00000198242",NA,"RPL23A"
"ENSG00000198246",NA,"SLC29A3"
"ENSG00000198252",NA,"STYX"
"ENSG00000198258",NA,"UBL5"
"ENSG00000198265",NA,"HELZ"
"ENSG00000198270",NA,"TMEM116"
"ENSG00000198271",NA,"KRTAP4-5"
"ENSG00000198276",NA,"UCKL1"
"ENSG00000198283",NA,"OR5B21"
"ENSG00000198286",NA,"CARD11"
"ENSG00000198298",NA,"ZNF485"
"ENSG00000198300",NA,"PEG3"
"ENSG00000198301",NA,"SDAD1"
"ENSG00000198315",NA,"ZKSCAN8"
"ENSG00000198324",NA,"PHETA1"
"ENSG00000198326",NA,"TMEM239"
"ENSG00000198331",NA,"HYLS1"
"ENSG00000198336",NA,"MYL4"
"ENSG00000198342",NA,"ZNF442"
"ENSG00000198346",NA,"ZNF813"
"ENSG00000198353",NA,"HOXC4"
"ENSG00000198354",NA,"DCAF12L2"
"ENSG00000198355",NA,"PIM3"
"ENSG00000198356",NA,"ASNA1"
"ENSG00000198363",NA,"ASPH"
"ENSG00000198369",NA,"SPRED2"
"ENSG00000198373",NA,"WWP2"
"ENSG00000198380",NA,"GFPT1"
"ENSG00000198382",NA,"UVRAG"
"ENSG00000198393",NA,"ZNF26"
"ENSG00000198398",NA,"TMEM207"
"ENSG00000198399",NA,"ITSN2"
"ENSG00000198400",NA,"NTRK1"
"ENSG00000198408",NA,"OGA"
"ENSG00000198416",NA,"ZNF658B"
"ENSG00000198417",NA,"MT1F"
"ENSG00000198420",NA,"TCAF1"
"ENSG00000198429",NA,"ZNF69"
"ENSG00000198431",NA,"TXNRD1"
"ENSG00000198435",NA,"NRARP"
"ENSG00000198440",NA,"ZNF583"
"ENSG00000198445",NA,"CCT8L2"
"ENSG00000198453",NA,"ZNF568"
"ENSG00000198455",NA,"ZXDB"
"ENSG00000198464",NA,"ZNF480"
"ENSG00000198466",NA,"ZNF587"
"ENSG00000198467",NA,"TPM2"
"ENSG00000198471",NA,"RTP2"
"ENSG00000198478",NA,"SH3BGRL2"
"ENSG00000198482",NA,"ZNF808"
"ENSG00000198483",NA,"ANKRD35"
"ENSG00000198488",NA,"B3GNT6"
"ENSG00000198492",NA,"YTHDF2"
"ENSG00000198498",NA,"TMA16"
"ENSG00000198502",NA,"HLA-DRB5"
"ENSG00000198513",NA,"ATL1"
"ENSG00000198515",NA,"CNGA1"
"ENSG00000198517",NA,"MAFK"
"ENSG00000198521",NA,"ZNF43"
"ENSG00000198522",NA,"GPN1"
"ENSG00000198523",NA,"PLN"
"ENSG00000198538",NA,"ZNF28"
"ENSG00000198542",NA,"ITGBL1"
"ENSG00000198546",NA,"ZNF511"
"ENSG00000198547",NA,"C20orf203"
"ENSG00000198551",NA,"ZNF627"
"ENSG00000198553",NA,"KCNRG"
"ENSG00000198554",NA,"WDHD1"
"ENSG00000198556",NA,"ZNF789"
"ENSG00000198561",NA,"CTNND1"
"ENSG00000198563",NA,"DDX39B"
"ENSG00000198569",NA,"SLC34A3"
"ENSG00000198570",NA,"RD3"
"ENSG00000198573",NA,"SPANXC"
"ENSG00000198574",NA,"SH2D1B"
"ENSG00000198576",NA,"ARC"
"ENSG00000198585",NA,"NUDT16"
"ENSG00000198586",NA,"TLK1"
"ENSG00000198589",NA,"LRBA"
"ENSG00000198590",NA,"C3orf35"
"ENSG00000198597",NA,"ZNF536"
"ENSG00000198598",NA,"MMP17"
"ENSG00000198601",NA,"OR2M2"
"ENSG00000198604",NA,"BAZ1A"
"ENSG00000198610",NA,"AKR1C4"
"ENSG00000198612",NA,"COPS8"
"ENSG00000198624",NA,"CCDC69"
"ENSG00000198625",NA,"MDM4"
"ENSG00000198626",NA,"RYR2"
"ENSG00000198633",NA,"ZNF534"
"ENSG00000198642",NA,"KLHL9"
"ENSG00000198643",NA,"FAM3D"
"ENSG00000198646",NA,"NCOA6"
"ENSG00000198648",NA,"STK39"
"ENSG00000198650",NA,"TAT"
"ENSG00000198668",NA,"CALM1"
"ENSG00000198670",NA,"LPA"
"ENSG00000198674",NA,"OR10G6"
"ENSG00000198677",NA,"TTC37"
"ENSG00000198680",NA,"TUSC1"
"ENSG00000198681",NA,"MAGEA1"
"ENSG00000198682",NA,"PAPSS2"
"ENSG00000198685",NA,"LINC01565"
"ENSG00000198689",NA,"SLC9A6"
"ENSG00000198690",NA,"FAN1"
"ENSG00000198691",NA,"ABCA4"
"ENSG00000198692",NA,"EIF1AY"
"ENSG00000198695",NA,"MT-ND6"
"ENSG00000198700",NA,"IPO9"
"ENSG00000198704",NA,"GPX6"
"ENSG00000198707",NA,"CEP290"
"ENSG00000198712",NA,"MT-CO2"
"ENSG00000198718",NA,"TOGARAM1"
"ENSG00000198719",NA,"DLL1"
"ENSG00000198720",NA,"ANKRD13B"
"ENSG00000198721",NA,"ECI2"
"ENSG00000198722",NA,"UNC13B"
"ENSG00000198723",NA,"TEX45"
"ENSG00000198727",NA,"MT-CYB"
"ENSG00000198728",NA,"LDB1"
"ENSG00000198729",NA,"PPP1R14C"
"ENSG00000198730",NA,"CTR9"
"ENSG00000198732",NA,"SMOC1"
"ENSG00000198734",NA,"F5"
"ENSG00000198736",NA,"MSRB1"
"ENSG00000198739",NA,"LRRTM3"
"ENSG00000198740",NA,"ZNF652"
"ENSG00000198742",NA,"SMURF1"
"ENSG00000198743",NA,"SLC5A3"
"ENSG00000198746",NA,"GPATCH3"
"ENSG00000198752",NA,"CDC42BPB"
"ENSG00000198753",NA,"PLXNB3"
"ENSG00000198754",NA,"OXCT2"
"ENSG00000198755",NA,"RPL10A"
"ENSG00000198756",NA,"COLGALT2"
"ENSG00000198758",NA,"EPS8L3"
"ENSG00000198759",NA,"EGFL6"
"ENSG00000198763",NA,"MT-ND2"
"ENSG00000198765",NA,"SYCP1"
"ENSG00000198768",NA,"APCDD1L"
"ENSG00000198771",NA,"RCSD1"
"ENSG00000198774",NA,"RASSF9"
"ENSG00000198780",NA,"FAM169A"
"ENSG00000198783",NA,"ZNF830"
"ENSG00000198785",NA,"GRIN3A"
"ENSG00000198786",NA,"MT-ND5"
"ENSG00000198788",NA,"MUC2"
"ENSG00000198791",NA,"CNOT7"
"ENSG00000198792",NA,"TMEM184B"
"ENSG00000198793",NA,"MTOR"
"ENSG00000198794",NA,"SCAMP5"
"ENSG00000198795",NA,"ZNF521"
"ENSG00000198796",NA,"ALPK2"
"ENSG00000198797",NA,"BRINP2"
"ENSG00000198798",NA,"MAGEB3"
"ENSG00000198799",NA,"LRIG2"
"ENSG00000198804",NA,"MT-CO1"
"ENSG00000198805",NA,"PNP"
"ENSG00000198807",NA,"PAX9"
"ENSG00000198812",NA,"LRRC10"
"ENSG00000198814",NA,"GK"
"ENSG00000198815",NA,"FOXJ3"
"ENSG00000198816",NA,"ZNF358"
"ENSG00000198818",NA,"SFT2D1"
"ENSG00000198821",NA,"CD247"
"ENSG00000198822",NA,"GRM3"
"ENSG00000198824",NA,"CHAMP1"
"ENSG00000198825",NA,"INPP5F"
"ENSG00000198826",NA,"ARHGAP11A"
"ENSG00000198829",NA,"SUCNR1"
"ENSG00000198830",NA,"HMGN2"
"ENSG00000198832",NA,"SELENOM"
"ENSG00000198833",NA,"UBE2J1"
"ENSG00000198835",NA,"GJC2"
"ENSG00000198836",NA,"OPA1"
"ENSG00000198837",NA,"DENND4B"
"ENSG00000198838",NA,"RYR3"
"ENSG00000198839",NA,"ZNF277"
"ENSG00000198840",NA,"MT-ND3"
"ENSG00000198841",NA,"KTI12"
"ENSG00000198842",NA,"DUSP27"
"ENSG00000198843",NA,"SELENOT"
"ENSG00000198844",NA,"ARHGEF15"
"ENSG00000198846",NA,"TOX"
"ENSG00000198848",NA,"CES1"
"ENSG00000198851",NA,"CD3E"
"ENSG00000198853",NA,"RUSC2"
"ENSG00000198854",NA,"C1orf68"
"ENSG00000198855",NA,"FICD"
"ENSG00000198856",NA,"OSTC"
"ENSG00000198858",NA,"R3HDM4"
"ENSG00000198860",NA,"TSEN15"
"ENSG00000198862",NA,"LTN1"
"ENSG00000198865",NA,"CCDC152"
"ENSG00000198870",NA,"STKLD1"
"ENSG00000198873",NA,"GRK5"
"ENSG00000198874",NA,"TYW1"
"ENSG00000198876",NA,"DCAF12"
"ENSG00000198879",NA,"SFMBT2"
"ENSG00000198881",NA,"ASB12"
"ENSG00000198883",NA,"PNMA5"
"ENSG00000198885",NA,"ITPRIPL1"
"ENSG00000198886",NA,"MT-ND4"
"ENSG00000198887",NA,"SMC5"
"ENSG00000198888",NA,"MT-ND1"
"ENSG00000198889",NA,"DCAF12L1"
"ENSG00000198890",NA,"PRMT6"
"ENSG00000198892",NA,"SHISA4"
"ENSG00000198894",NA,"CIPC"
"ENSG00000198898",NA,"CAPZA2"
"ENSG00000198899",NA,"MT-ATP6"
"ENSG00000198900",NA,"TOP1"
"ENSG00000198901",NA,"PRC1"
"ENSG00000198908",NA,"BHLHB9"
"ENSG00000198909",NA,"MAP3K3"
"ENSG00000198910",NA,"L1CAM"
"ENSG00000198911",NA,"SREBF2"
"ENSG00000198912",NA,"C1orf174"
"ENSG00000198914",NA,"POU3F3"
"ENSG00000198915",NA,"RASGEF1A"
"ENSG00000198917",NA,"SPOUT1"
"ENSG00000198918",NA,"RPL39"
"ENSG00000198919",NA,"DZIP3"
"ENSG00000198920",NA,"KIAA0753"
"ENSG00000198924",NA,"DCLRE1A"
"ENSG00000198925",NA,"ATG9A"
"ENSG00000198929",NA,"NOS1AP"
"ENSG00000198930",NA,"CSAG1"
"ENSG00000198931",NA,"APRT"
"ENSG00000198932",NA,"GPRASP1"
"ENSG00000198933",NA,"TBKBP1"
"ENSG00000198934",NA,"MAGEE1"
"ENSG00000198937",NA,"CCDC167"
"ENSG00000198938",NA,"MT-CO3"
"ENSG00000198939",NA,"ZFP2"
"ENSG00000198944",NA,"SOWAHA"
"ENSG00000198945",NA,"L3MBTL3"
"ENSG00000198947",NA,"DMD"
"ENSG00000198951",NA,"NAGA"
"ENSG00000198952",NA,"SMG5"
"ENSG00000198954",NA,"KIF1BP"
"ENSG00000198959",NA,"TGM2"
"ENSG00000198961",NA,"PJA2"
"ENSG00000198963",NA,"RORB"
"ENSG00000198964",NA,"SGMS1"
"ENSG00000198965",NA,"OR10R2"
"ENSG00000198967",NA,"OR10Z1"
"ENSG00000203485",NA,"INF2"
"ENSG00000203618",NA,"GP1BB"
"ENSG00000203661",NA,"OR2T5"
"ENSG00000203663",NA,"OR2L2"
"ENSG00000203666",NA,"EFCAB2"
"ENSG00000203667",NA,"COX20"
"ENSG00000203668",NA,"CHML"
"ENSG00000203685",NA,"STUM"
"ENSG00000203690",NA,"TCP10"
"ENSG00000203697",NA,"CAPN8"
"ENSG00000203705",NA,"TATDN3"
"ENSG00000203710",NA,"CR1"
"ENSG00000203722",NA,"RAET1G"
"ENSG00000203727",NA,"SAMD5"
"ENSG00000203730",NA,"TEDDM1"
"ENSG00000203733",NA,"GJE1"
"ENSG00000203734",NA,"ECT2L"
"ENSG00000203737",NA,"GPR52"
"ENSG00000203747",NA,"FCGR3A"
"ENSG00000203757",NA,"OR6K3"
"ENSG00000203760",NA,"CENPW"
"ENSG00000203772",NA,"SPRN"
"ENSG00000203778",NA,"FAM229B"
"ENSG00000203782",NA,"LOR"
"ENSG00000203783",NA,"PRR9"
"ENSG00000203784",NA,"LELP1"
"ENSG00000203785",NA,"SPRR2E"
"ENSG00000203786",NA,"KPRP"
"ENSG00000203791",NA,"EEF1AKMT2"
"ENSG00000203795",NA,"FAM24A"
"ENSG00000203797",NA,"DDO"
"ENSG00000203805",NA,"PLPP4"
"ENSG00000203811",NA,"HIST2H3C"
"ENSG00000203812",NA,"HIST2H2AA3"
"ENSG00000203814",NA,"HIST2H2BF"
"ENSG00000203818",NA,"HIST2H3PS2"
"ENSG00000203837",NA,"PNLIPRP3"
"ENSG00000203852",NA,"HIST2H3A"
"ENSG00000203857",NA,"HSD3B1"
"ENSG00000203859",NA,"HSD3B2"
"ENSG00000203867",NA,"RBM20"
"ENSG00000203877",NA,"RIPPLY2"
"ENSG00000203879",NA,"GDI1"
"ENSG00000203880",NA,"PCMTD2"
"ENSG00000203883",NA,"SOX18"
"ENSG00000203896",NA,"LIME1"
"ENSG00000203907",NA,"OOEP"
"ENSG00000203908",NA,"KHDC3L"
"ENSG00000203909",NA,"DPPA5"
"ENSG00000203910",NA,"C1orf146"
"ENSG00000203926",NA,"SPANXA2"
"ENSG00000203933",NA,"CXorf66"
"ENSG00000203942",NA,"C10orf62"
"ENSG00000203943",NA,"SAMD13"
"ENSG00000203950",NA,"RTL8A"
"ENSG00000203963",NA,"C1orf141"
"ENSG00000203965",NA,"EFCAB7"
"ENSG00000203970",NA,"DEFB110"
"ENSG00000203972",NA,"GLYATL3"
"ENSG00000203985",NA,"LDLRAD1"
"ENSG00000203993",NA,"ARRDC1-AS1"
"ENSG00000203995",NA,"ZYG11A"
"ENSG00000204001",NA,"LCN8"
"ENSG00000204007",NA,"GLT6D1"
"ENSG00000204010",NA,"IFIT1B"
"ENSG00000204020",NA,"LIPN"
"ENSG00000204022",NA,"LIPJ"
"ENSG00000204052",NA,"LRRC73"
"ENSG00000204060",NA,"FOXO6"
"ENSG00000204065",NA,"TCEAL5"
"ENSG00000204070",NA,"SYS1"
"ENSG00000204071",NA,"TCEAL6"
"ENSG00000204084",NA,"INPP5B"
"ENSG00000204086",NA,"RPA4"
"ENSG00000204099",NA,"NEU4"
"ENSG00000204103",NA,"MAFB"
"ENSG00000204104",NA,"TRAF3IP1"
"ENSG00000204116",NA,"CHIC1"
"ENSG00000204120",NA,"GIGYF2"
"ENSG00000204128",NA,"C2orf72"
"ENSG00000204130",NA,"RUFY2"
"ENSG00000204131",NA,"NHSL2"
"ENSG00000204136",NA,"GGTA1P"
"ENSG00000204138",NA,"PHACTR4"
"ENSG00000204140",NA,"CLPSL1"
"ENSG00000204152",NA,"TIMM23B"
"ENSG00000204160",NA,"ZDHHC18"
"ENSG00000204174",NA,"NPY4R"
"ENSG00000204175",NA,"GPRIN2"
"ENSG00000204176",NA,"SYT15"
"ENSG00000204178",NA,"MACO1"
"ENSG00000204179",NA,"PTPN20"
"ENSG00000204183",NA,"GDF5OS"
"ENSG00000204186",NA,"ZDBF2"
"ENSG00000204195",NA,"AWAT1"
"ENSG00000204209",NA,"DAXX"
"ENSG00000204217",NA,"BMPR2"
"ENSG00000204219",NA,"TCEA3"
"ENSG00000204220",NA,"PFDN6"
"ENSG00000204227",NA,"RING1"
"ENSG00000204228",NA,"HSD17B8"
"ENSG00000204231",NA,"RXRB"
"ENSG00000204237",NA,"OXLD1"
"ENSG00000204246",NA,"OR13C3"
"ENSG00000204248",NA,"COL11A2"
"ENSG00000204252",NA,"HLA-DOA"
"ENSG00000204256",NA,"BRD2"
"ENSG00000204257",NA,"HLA-DMA"
"ENSG00000204262",NA,"COL5A2"
"ENSG00000204264",NA,"PSMB8"
"ENSG00000204267",NA,"TAP2"
"ENSG00000204271",NA,"SPIN3"
"ENSG00000204278",NA,"TMEM235"
"ENSG00000204279",NA,"PAGE3"
"ENSG00000204287",NA,"HLA-DRA"
"ENSG00000204290",NA,"BTNL2"
"ENSG00000204291",NA,"COL15A1"
"ENSG00000204300",NA,"TMEM225"
"ENSG00000204301",NA,"NOTCH4"
"ENSG00000204304",NA,"PBX2"
"ENSG00000204305",NA,"AGER"
"ENSG00000204308",NA,"RNF5"
"ENSG00000204310",NA,"AGPAT1"
"ENSG00000204311",NA,"PJVK"
"ENSG00000204315",NA,"FKBPL"
"ENSG00000204316",NA,"MRPL38"
"ENSG00000204323",NA,"SMIM5"
"ENSG00000204334",NA,"ERICH2"
"ENSG00000204335",NA,"SP5"
"ENSG00000204344",NA,"STK19"
"ENSG00000204345",NA,"CD300LD"
"ENSG00000204348",NA,"DXO"
"ENSG00000204351",NA,"SKIV2L"
"ENSG00000204356",NA,"NELFE"
"ENSG00000204361",NA,"NXPE2"
"ENSG00000204366",NA,"ZBTB12"
"ENSG00000204370",NA,"SDHD"
"ENSG00000204371",NA,"EHMT2"
"ENSG00000204379",NA,"XAGE1A"
"ENSG00000204381",NA,"LAYN"
"ENSG00000204382",NA,"XAGE1B"
"ENSG00000204385",NA,"SLC44A4"
"ENSG00000204386",NA,"NEU1"
"ENSG00000204387",NA,"C6orf48"
"ENSG00000204388",NA,"HSPA1B"
"ENSG00000204389",NA,"HSPA1A"
"ENSG00000204390",NA,"HSPA1L"
"ENSG00000204392",NA,"LSM2"
"ENSG00000204394",NA,"VARS"
"ENSG00000204396",NA,"VWA7"
"ENSG00000204397",NA,"CARD16"
"ENSG00000204403",NA,"CASP12"
"ENSG00000204406",NA,"MBD5"
"ENSG00000204410",NA,"MSH5"
"ENSG00000204414",NA,"CSHL1"
"ENSG00000204420",NA,"MPIG6B"
"ENSG00000204421",NA,"LY6G6C"
"ENSG00000204424",NA,"LY6G6F"
"ENSG00000204427",NA,"ABHD16A"
"ENSG00000204434",NA,"POTEKP"
"ENSG00000204435",NA,"CSNK2B"
"ENSG00000204438",NA,"GPANK1"
"ENSG00000204439",NA,"C6orf47"
"ENSG00000204444",NA,"APOM"
"ENSG00000204449",NA,"TRIM49C"
"ENSG00000204463",NA,"BAG6"
"ENSG00000204469",NA,"PRRC2A"
"ENSG00000204472",NA,"AIF1"
"ENSG00000204475",NA,"NCR3"
"ENSG00000204479",NA,"PRAMEF17"
"ENSG00000204482",NA,"LST1"
"ENSG00000204498",NA,"NFKBIL1"
"ENSG00000204501",NA,"PRAMEF15"
"ENSG00000204505",NA,"PRAMEF9"
"ENSG00000204511",NA,"MCCD1"
"ENSG00000204516",NA,"MICB"
"ENSG00000204519",NA,"ZNF551"
"ENSG00000204520",NA,"MICA"
"ENSG00000204525",NA,"HLA-C"
"ENSG00000204531",NA,"POU5F1"
"ENSG00000204536",NA,"CCHCR1"
"ENSG00000204538",NA,"PSORS1C2"
"ENSG00000204539",NA,"CDSN"
"ENSG00000204540",NA,"PSORS1C1"
"ENSG00000204542",NA,"C6orf15"
"ENSG00000204544",NA,"MUC21"
"ENSG00000204548",NA,"DEFB121"
"ENSG00000204560",NA,"DHX16"
"ENSG00000204564",NA,"C6orf136"
"ENSG00000204568",NA,"MRPS18B"
"ENSG00000204569",NA,"PPP1R10"
"ENSG00000204571",NA,"KRTAP5-11"
"ENSG00000204574",NA,"ABCF1"
"ENSG00000204576",NA,"PRR3"
"ENSG00000204577",NA,"LILRB3"
"ENSG00000204580",NA,"DDR1"
"ENSG00000204590",NA,"GNL1"
"ENSG00000204592",NA,"HLA-E"
"ENSG00000204595",NA,"DPRX"
"ENSG00000204599",NA,"TRIM39"
"ENSG00000204604",NA,"ZNF468"
"ENSG00000204610",NA,"TRIM15"
"ENSG00000204611",NA,"ZNF616"
"ENSG00000204613",NA,"TRIM10"
"ENSG00000204614",NA,"TRIM40"
"ENSG00000204616",NA,"TRIM31"
"ENSG00000204618",NA,"RNF39"
"ENSG00000204619",NA,"PPP1R11"
"ENSG00000204624",NA,"DISP3"
"ENSG00000204628",NA,"RACK1"
"ENSG00000204632",NA,"HLA-G"
"ENSG00000204634",NA,"TBC1D8"
"ENSG00000204640",NA,"NMS"
"ENSG00000204642",NA,"HLA-F"
"ENSG00000204644",NA,"ZFP57"
"ENSG00000204648",NA,"SSX9P"
"ENSG00000204653",NA,"ASPDH"
"ENSG00000204655",NA,"MOG"
"ENSG00000204657",NA,"OR2H2"
"ENSG00000204669",NA,"C9orf57"
"ENSG00000204671",NA,"IL31"
"ENSG00000204673",NA,"AKT1S1"
"ENSG00000204681",NA,"GABBR1"
"ENSG00000204687",NA,"MAS1L"
"ENSG00000204688",NA,"OR2H1"
"ENSG00000204694",NA,"OR11A1"
"ENSG00000204695",NA,"OR14J1"
"ENSG00000204700",NA,"OR2J2"
"ENSG00000204701",NA,"OR2J3"
"ENSG00000204703",NA,"OR2B3"
"ENSG00000204704",NA,"OR2W1"
"ENSG00000204709",NA,"LINC01556"
"ENSG00000204710",NA,"SPDYC"
"ENSG00000204713",NA,"TRIM27"
"ENSG00000204764",NA,"RANBP17"
"ENSG00000204767",NA,"INSYN2B"
"ENSG00000204815",NA,"TTC25"
"ENSG00000204822",NA,"MRPL53"
"ENSG00000204839",NA,"MROH6"
"ENSG00000204842",NA,"ATXN2"
"ENSG00000204843",NA,"DCTN1"
"ENSG00000204851",NA,"PNMA8B"
"ENSG00000204852",NA,"TCTN1"
"ENSG00000204856",NA,"FAM216A"
"ENSG00000204859",NA,"ZBTB48"
"ENSG00000204866",NA,"IGFL2"
"ENSG00000204872",NA,"NAT8B"
